time_of_day,lane_A_cars,lane_B_cars,lane_C_cars,lane_D_cars,signal_duration_A,signal_duration_B
evening,122,175,70,70,41,59
night,32,35,100,68,47,53
evening,195,143,54,90,57,43
night,20,37,36,99,35,65
morning,62,62,32,51,50,50
night,34,36,71,92,48,52
night,8,36,60,19,18,82
morning,45,119,100,29,27,73
evening,160,108,15,16,59,41
morning,94,68,65,15,58,42
evening,144,140,11,25,50,50
morning,68,69,31,78,49,51
night,44,48,62,67,47,53
night,46,2,82,80,95,5
morning,88,108,40,42,44,56
night,38,47,38,88,44,56
night,22,6,17,75,78,22
afternoon,60,59,82,72,50,50
evening,163,149,54,21,52,48
evening,161,81,38,42,66,34
morning,96,74,61,52,56,44
morning,47,113,88,70,29,71
night,26,37,85,82,41,59
night,8,30,60,49,21,79
evening,83,146,43,59,36,64
morning,135,63,78,99,68,32
morning,132,75,72,42,63,37
afternoon,74,124,78,94,37,63
morning,85,71,91,54,54,46
night,3,16,34,100,15,85
afternoon,153,43,90,28,78,22
evening,83,153,72,87,35,65
afternoon,129,116,62,15,52,48
morning,100,37,87,31,72,28
afternoon,74,56,41,46,56,44
night,12,36,36,41,25,75
evening,182,92,24,78,66,34
night,43,22,85,24,66,34
night,8,8,92,55,50,50
night,18,6,38,45,75,25
morning,41,109,24,13,27,73
evening,148,165,87,90,47,53
evening,195,69,89,45,73,27
morning,129,42,67,68,75,25
morning,49,119,35,26,29,71
morning,52,71,93,24,42,58
morning,131,81,46,85,61,39
night,50,50,67,44,50,50
night,31,15,44,46,67,33
afternoon,82,45,61,56,64,36
evening,173,82,76,99,67,33
afternoon,165,138,28,47,54,46
night,8,31,20,65,20,80
night,32,15,40,63,68,32
night,26,44,99,54,37,63
morning,64,21,25,56,75,25
night,30,40,94,73,42,58
evening,111,137,62,97,44,56
night,39,31,37,56,55,45
night,40,50,68,72,44,56
evening,84,107,29,29,43,57
morning,125,59,90,37,67,33
evening,188,149,13,25,55,45
afternoon,78,85,59,40,47,53
night,4,28,76,44,12,88
evening,186,146,51,48,56,44
evening,130,148,10,12,46,54
morning,65,45,25,50,59,41
afternoon,52,89,46,13,36,64
evening,179,105,36,25,63,37
afternoon,123,85,85,46,59,41
afternoon,98,128,49,23,43,57
evening,175,163,16,60,51,49
night,33,3,20,66,91,9
night,24,16,25,67,60,40
night,8,46,11,54,14,86
evening,191,88,64,35,68,32
morning,73,83,41,93,46,54
morning,32,36,18,64,47,53
afternoon,58,125,43,34,31,69
evening,112,87,54,86,56,44
evening,176,100,24,43,63,37
evening,127,102,71,24,55,45
afternoon,178,89,62,90,66,34
afternoon,141,120,25,13,54,46
night,2,29,88,36,6,94
afternoon,77,124,26,91,38,62
night,33,4,26,58,89,11
evening,133,101,48,85,56,44
morning,31,28,68,85,52,48
evening,157,63,18,91,71,29
afternoon,80,145,70,95,35,65
night,32,21,98,83,60,40
morning,62,73,85,29,45,55
night,8,31,27,56,20,80
evening,158,169,95,10,48,52
night,1,6,23,53,14,86
night,48,27,83,44,64,36
afternoon,161,118,91,68,57,43
morning,105,24,53,46,81,19
night,36,6,53,12,85,15
night,2,24,26,56,7,93
morning,130,63,23,68,67,33
afternoon,134,120,52,78,52,48
morning,138,47,25,31,74,26
evening,78,172,52,11,31,69
night,29,38,20,73,43,57
afternoon,120,96,59,25,55,45
evening,111,112,93,12,49,51
night,31,16,32,38,65,35
afternoon,94,142,51,57,39,61
night,42,20,51,91,67,33
night,42,24,56,14,63,37
evening,120,147,99,60,44,56
night,47,33,25,100,58,42
morning,120,70,28,72,63,37
night,43,37,17,97,53,47
night,5,26,57,41,16,84
afternoon,134,141,65,54,48,52
night,36,10,79,22,78,22
night,24,42,62,100,36,64
afternoon,62,140,98,65,30,70
night,19,44,51,77,30,70
morning,86,64,99,78,57,43
morning,137,23,85,56,85,15
afternoon,113,48,23,28,70,30
night,19,10,87,24,65,35
evening,167,144,74,21,53,47
night,0,43,14,65,0,100
night,46,27,73,51,63,37
evening,113,126,92,52,47,53
night,1,32,95,92,3,97
afternoon,56,140,49,99,28,72
morning,101,62,14,14,61,39
afternoon,150,136,20,46,52,48
evening,165,153,66,40,51,49
afternoon,114,136,89,13,45,55
night,12,23,95,67,34,66
evening,171,96,34,81,64,36
morning,45,96,20,82,31,69
morning,119,91,24,88,56,44
night,38,44,19,32,46,54
night,28,45,57,65,38,62
evening,118,166,98,34,41,59
morning,123,81,17,91,60,40
evening,129,161,71,65,44,56
night,16,46,59,63,25,75
morning,57,95,48,82,37,63
afternoon,78,74,38,91,51,49
night,24,9,47,56,72,28
morning,39,47,52,62,45,55
afternoon,99,134,58,89,42,58
afternoon,147,121,66,48,54,46
morning,41,65,20,35,38,62
afternoon,62,123,44,39,33,67
afternoon,75,121,50,42,38,62
evening,143,160,81,29,47,53
morning,149,109,86,62,57,43
afternoon,144,136,30,28,51,49
night,2,3,51,28,40,60
afternoon,103,59,37,20,63,37
morning,142,49,73,47,74,26
evening,106,94,72,91,53,47
evening,98,67,77,53,59,41
afternoon,129,139,61,51,48,52
morning,75,65,17,98,53,47
afternoon,93,56,71,12,62,38
night,7,5,21,52,58,42
evening,124,176,49,26,41,59
night,33,20,10,14,62,38
evening,158,79,65,25,66,34
evening,182,121,88,70,60,40
night,47,2,78,89,95,5
evening,129,137,23,31,48,52
evening,165,153,85,84,51,49
evening,195,63,48,21,75,25
morning,104,114,77,83,47,53
night,46,3,97,69,93,7
night,48,0,94,43,100,0
evening,74,102,84,35,42,58
evening,100,110,46,50,47,53
evening,119,111,91,77,51,49
evening,112,90,59,64,55,45
evening,128,102,23,78,55,45
morning,93,41,71,38,69,31
evening,152,137,93,32,52,48
morning,84,86,13,43,49,51
night,49,19,23,46,72,28
morning,117,57,16,27,67,33
morning,135,57,38,59,70,30
morning,47,35,70,34,57,43
morning,61,119,99,33,33,67
afternoon,130,144,11,21,47,53
afternoon,62,87,54,28,41,59
evening,187,101,22,75,64,36
evening,76,105,66,73,41,59
afternoon,154,76,51,63,66,34
morning,92,104,50,79,46,54
morning,77,36,48,90,68,32
afternoon,179,77,43,94,69,31
night,29,30,34,86,49,51
morning,136,89,17,18,60,40
afternoon,164,56,91,81,74,26
afternoon,129,95,69,10,57,43
night,44,2,57,20,95,5
evening,113,175,32,15,39,61
morning,71,70,75,21,50,50
afternoon,169,100,59,47,62,38
morning,58,40,96,65,59,41
morning,141,40,82,72,77,23
afternoon,89,42,70,84,67,33
evening,182,126,77,60,59,41
morning,47,76,64,51,38,62
afternoon,53,104,31,17,33,67
afternoon,89,83,12,63,51,49
night,34,8,22,92,80,20
morning,72,25,95,96,74,26
night,26,3,93,74,89,11
evening,142,84,83,14,62,38
morning,93,107,99,78,46,54
morning,105,37,71,75,73,27
evening,119,80,45,37,59,41
evening,132,134,37,14,49,51
evening,184,84,74,90,68,32
night,43,46,39,25,48,52
night,24,9,34,36,72,28
evening,161,166,45,48,49,51
morning,36,103,59,29,25,75
evening,115,72,87,29,61,39
afternoon,134,103,23,44,56,44
night,13,33,68,33,28,72
evening,128,149,54,34,46,54
night,20,42,69,81,32,68
evening,177,94,29,82,65,35
afternoon,124,136,58,61,47,53
evening,171,119,27,97,58,42
night,42,17,78,82,71,29
night,37,23,50,68,61,39
night,16,4,31,91,80,20
night,10,39,83,50,20,80
morning,114,24,47,47,82,18
evening,163,81,79,92,66,34
morning,100,103,98,87,49,51
night,5,4,87,70,55,45
evening,117,161,79,48,42,58
afternoon,72,104,35,96,40,60
afternoon,153,68,33,71,69,31
afternoon,166,130,56,63,56,44
morning,52,90,88,70,36,64
night,4,44,92,15,8,92
afternoon,104,46,26,36,69,31
morning,55,106,63,31,34,66
night,9,21,89,74,30,70
evening,117,76,23,56,60,40
evening,85,99,21,18,46,54
morning,88,101,56,28,46,54
morning,146,67,35,40,68,32
afternoon,120,140,23,68,46,54
afternoon,160,128,17,95,55,45
night,34,21,98,29,61,39
morning,84,21,45,75,80,20
evening,123,138,53,73,47,53
night,37,42,70,49,46,54
afternoon,123,42,20,83,74,26
night,4,31,54,25,11,89
night,50,24,67,50,67,33
night,3,7,81,90,30,70
night,31,33,53,20,48,52
evening,187,162,51,25,53,47
night,4,37,60,42,9,91
night,12,28,77,95,30,70
morning,81,21,69,75,79,21
afternoon,125,59,58,28,67,33
night,32,42,10,76,43,57
night,42,28,25,34,60,40
night,4,22,72,37,15,85
afternoon,77,56,52,83,57,43
night,5,18,78,17,21,79
afternoon,140,116,17,96,54,46
morning,56,108,36,96,34,66
morning,38,78,79,93,32,68
afternoon,114,41,12,100,73,27
night,50,4,76,83,92,8
afternoon,73,91,52,42,44,56
evening,175,150,12,77,53,47
evening,77,80,58,23,49,51
afternoon,132,106,21,53,55,45
evening,162,82,60,50,66,34
afternoon,54,84,78,80,39,61
afternoon,65,136,65,49,32,68
morning,106,81,95,100,56,44
afternoon,138,135,55,46,50,50
night,34,21,60,37,61,39
afternoon,148,60,63,53,71,29
evening,134,75,70,28,64,36
evening,164,75,26,71,68,32
evening,185,113,75,26,62,38
night,43,22,11,93,66,34
morning,46,84,10,39,35,65
morning,57,41,27,98,58,42
evening,100,85,18,55,54,46
night,4,0,84,74,100,0
night,18,1,93,38,94,6
evening,169,110,95,41,60,40
night,28,14,61,52,66,34
evening,104,83,18,38,55,45
morning,74,27,81,57,73,27
evening,138,158,21,28,46,54
morning,111,45,77,36,71,29
evening,128,161,31,78,44,56
night,36,26,22,43,58,42
evening,147,154,87,26,48,52
afternoon,156,109,72,31,58,42
afternoon,133,85,97,62,61,39
evening,157,151,24,90,50,50
evening,75,162,32,28,31,69
evening,200,102,14,81,66,34
evening,171,99,45,53,63,37
evening,156,82,62,29,65,35
morning,78,107,59,30,42,58
afternoon,52,61,93,51,46,54
night,42,6,62,44,87,13
night,32,33,54,37,49,51
night,0,22,33,54,0,100
evening,147,88,76,71,62,38
morning,47,39,29,33,54,46
afternoon,115,61,15,96,65,35
evening,81,155,26,12,34,66
afternoon,160,117,52,51,57,43
night,45,31,14,23,59,41
evening,122,74,53,23,62,38
afternoon,101,49,37,74,67,33
afternoon,67,118,79,92,36,64
night,37,45,66,86,45,55
evening,139,170,24,88,44,56
night,30,3,73,87,90,10
evening,98,121,58,41,44,56
night,34,12,54,35,73,27
evening,75,84,79,65,47,53
night,7,11,93,14,38,62
morning,110,38,18,17,74,26
afternoon,88,89,69,93,49,51
evening,110,143,77,57,43,57
evening,161,168,76,86,48,52
morning,145,120,72,85,54,46
night,44,40,98,88,52,48
evening,191,72,11,26,72,28
afternoon,60,120,71,85,33,67
evening,139,146,63,63,48,52
morning,150,35,78,52,81,19
evening,154,141,12,69,52,48
afternoon,122,131,32,24,48,52
afternoon,124,59,11,12,67,33
morning,114,87,94,13,56,44
afternoon,77,94,36,24,45,55
evening,86,160,54,88,34,66
night,8,41,37,29,16,84
evening,131,130,71,83,50,50
night,12,0,65,82,100,0
morning,100,113,79,79,46,54
afternoon,53,65,40,12,44,56
afternoon,72,58,30,37,55,45
afternoon,59,78,15,21,43,57
morning,138,110,88,23,55,45
evening,137,121,79,99,53,47
morning,104,114,84,90,47,53
evening,82,111,96,58,42,58
evening,163,73,65,42,69,31
morning,149,62,11,15,70,30
afternoon,67,124,20,40,35,65
morning,80,103,17,39,43,57
night,0,38,51,46,0,100
evening,94,156,15,46,37,63
morning,84,50,21,24,62,38
afternoon,170,130,43,10,56,44
afternoon,150,51,38,18,74,26
morning,60,86,64,10,41,59
night,3,15,35,22,16,84
night,13,8,51,11,61,39
morning,143,48,61,92,74,26
evening,72,108,21,81,40,60
night,36,23,13,70,61,39
morning,146,70,80,80,67,33
night,40,42,61,60,48,52
evening,88,157,66,83,35,65
morning,113,31,33,29,78,22
evening,105,124,84,48,45,55
night,1,43,21,74,2,98
morning,70,84,31,38,45,55
night,49,20,78,44,71,29
morning,109,54,48,80,66,34
night,8,31,72,58,20,80
evening,184,176,69,28,51,49
morning,141,103,19,99,57,43
morning,135,42,68,72,76,24
afternoon,53,100,17,88,34,66
afternoon,115,90,75,98,56,44
evening,199,83,67,24,70,30
morning,79,99,34,93,44,56
evening,151,150,25,64,50,50
morning,40,30,79,35,57,43
evening,74,160,66,81,31,69
night,30,15,55,12,66,34
morning,43,92,66,77,31,69
morning,62,112,41,24,35,65
evening,110,145,55,67,43,57
morning,109,67,37,62,61,39
night,48,25,54,78,65,35
morning,91,95,27,76,48,52
afternoon,137,69,34,60,66,34
night,37,3,55,98,92,8
night,2,43,92,11,4,96
morning,66,32,99,22,67,33
morning,69,37,82,25,65,35
afternoon,180,40,19,100,81,19
afternoon,160,42,17,43,79,21
afternoon,123,99,40,32,55,45
night,9,22,35,87,29,71
night,43,31,18,94,58,42
evening,145,175,73,39,45,55
evening,151,97,99,85,60,40
night,9,22,94,66,29,71
night,8,29,42,36,21,79
afternoon,130,76,72,32,63,37
morning,86,53,68,71,61,39
evening,136,160,10,83,45,55
night,7,30,87,30,18,82
evening,140,166,46,71,45,55
night,24,29,93,53,45,55
afternoon,121,107,34,88,53,47
afternoon,50,136,46,93,26,74
evening,185,136,74,52,57,43
morning,113,36,78,55,75,25
afternoon,74,121,90,15,37,63
afternoon,176,103,57,87,63,37
evening,158,128,15,18,55,45
evening,120,74,58,54,61,39
afternoon,169,119,75,72,58,42
afternoon,142,105,70,25,57,43
evening,153,180,80,95,45,55
morning,90,117,76,96,43,57
night,35,40,65,36,46,54
evening,78,136,43,57,36,64
morning,129,21,14,34,86,14
night,31,47,56,76,39,61
afternoon,113,75,18,30,60,40
night,37,9,23,79,80,20
evening,98,88,64,70,52,48
afternoon,119,131,60,58,47,53
morning,113,85,44,27,57,43
afternoon,159,77,39,92,67,33
morning,62,114,39,35,35,65
afternoon,80,47,100,35,62,38
afternoon,88,139,77,97,38,62
night,38,46,97,38,45,55
evening,111,115,91,73,49,51
afternoon,127,89,60,52,58,42
evening,119,112,17,78,51,49
night,30,19,39,95,61,39
evening,192,118,50,80,61,39
night,36,14,46,27,72,28
night,32,0,10,45,100,0
afternoon,97,120,49,19,44,56
evening,113,176,85,16,39,61
morning,99,40,92,82,71,29
afternoon,96,97,13,81,49,51
afternoon,116,45,78,50,72,28
night,4,20,73,18,16,84
evening,96,142,92,67,40,60
morning,127,50,82,100,71,29
evening,187,142,58,25,56,44
afternoon,180,122,50,61,59,41
night,22,0,32,17,100,0
night,46,26,100,38,63,37
night,25,25,36,22,50,50
evening,179,157,92,57,53,47
morning,69,62,13,70,52,48
night,41,14,93,32,74,26
afternoon,88,137,20,63,39,61
evening,109,164,58,81,39,61
evening,124,104,94,21,54,46
evening,177,64,98,97,73,27
afternoon,86,133,68,75,39,61
evening,129,162,42,54,44,56
afternoon,86,80,17,66,51,49
morning,142,52,65,38,73,27
evening,194,114,98,15,62,38
evening,178,101,95,81,63,37
night,38,26,24,47,59,41
morning,120,48,62,37,71,29
morning,132,62,82,69,68,32
night,7,20,96,15,25,75
evening,191,116,10,96,62,38
night,37,6,89,58,86,14
night,42,2,93,25,95,5
night,19,50,100,54,27,73
evening,187,98,54,33,65,35
afternoon,119,125,74,75,48,52
night,6,47,14,73,11,89
night,44,32,41,59,57,43
evening,178,146,97,47,54,46
morning,43,90,50,69,32,68
evening,118,77,53,100,60,40
evening,75,163,66,88,31,69
afternoon,96,92,57,87,51,49
afternoon,78,57,90,64,57,43
evening,198,83,45,85,70,30
morning,150,69,99,29,68,32
evening,121,105,99,89,53,47
afternoon,75,97,25,81,43,57
afternoon,99,108,80,96,47,53
morning,131,92,44,63,58,42
morning,97,56,28,97,63,37
night,28,11,74,88,71,29
afternoon,169,80,89,72,67,33
morning,74,72,83,25,50,50
night,31,14,84,42,68,32
morning,71,22,14,60,76,24
evening,194,145,55,95,57,43
morning,80,36,39,49,68,32
night,21,28,80,27,42,58
evening,150,91,52,38,62,38
morning,46,33,93,59,58,42
evening,126,89,64,12,58,42
evening,177,74,88,82,70,30
night,8,19,22,45,29,71
night,2,46,61,45,4,96
night,39,42,68,26,48,52
morning,136,40,43,25,77,23
evening,132,157,23,19,45,55
night,42,31,86,77,57,43
evening,142,177,91,19,44,56
evening,147,60,67,22,71,29
morning,105,42,28,79,71,29
night,27,26,70,89,50,50
afternoon,59,112,71,38,34,66
evening,135,78,21,27,63,37
morning,64,48,72,65,57,43
afternoon,80,93,23,37,46,54
morning,105,57,40,12,64,36
afternoon,53,117,15,26,31,69
afternoon,112,142,44,53,44,56
afternoon,111,144,45,68,43,57
afternoon,104,66,44,59,61,39
night,35,25,34,30,58,42
morning,128,100,12,67,56,44
afternoon,156,116,85,32,57,43
evening,148,74,22,68,66,34
night,7,1,57,80,87,13
morning,87,98,36,16,47,53
evening,151,80,72,92,65,35
afternoon,51,143,98,100,26,74
evening,179,149,100,69,54,46
evening,142,73,42,27,66,34
night,36,7,73,22,83,17
afternoon,125,54,23,26,69,31
morning,110,29,97,99,79,21
morning,77,114,13,70,40,60
night,48,19,60,92,71,29
afternoon,87,64,60,24,57,43
afternoon,147,124,33,33,54,46
morning,128,59,28,24,68,32
afternoon,155,143,47,83,52,48
night,0,14,47,14,0,100
night,1,11,26,17,8,92
night,50,0,56,40,100,0
afternoon,81,92,60,50,46,54
morning,114,96,38,18,54,46
afternoon,84,145,71,67,36,64
morning,69,114,19,20,37,63
night,20,41,25,56,32,68
afternoon,96,104,91,12,48,52
morning,125,46,51,68,73,27
evening,191,91,76,31,67,33
night,39,39,94,61,50,50
evening,93,105,96,46,46,54
night,49,5,42,89,90,10
afternoon,147,92,21,66,61,39
night,26,17,66,76,60,40
morning,114,23,75,73,83,17
morning,119,105,95,16,53,47
morning,111,77,96,55,59,41
evening,96,143,73,37,40,60
afternoon,153,52,63,42,74,26
morning,129,36,14,96,78,22
morning,83,54,73,89,60,40
night,0,15,100,83,0,100
afternoon,85,103,97,19,45,55
morning,44,28,58,61,61,39
evening,160,103,41,20,60,40
night,1,38,57,11,2,98
morning,55,69,77,67,44,56
evening,124,68,10,81,64,36
evening,176,126,45,53,58,42
evening,120,87,77,85,57,43
morning,95,77,86,68,55,45
evening,84,144,10,33,36,64
afternoon,149,92,53,63,61,39
afternoon,159,59,88,50,72,28
morning,147,119,30,16,55,45
night,5,4,34,71,55,45
evening,200,121,73,24,62,38
evening,118,131,29,90,47,53
afternoon,55,147,85,83,27,73
night,44,14,63,90,75,25
morning,119,49,35,62,70,30
evening,146,76,19,97,65,35
morning,114,59,27,11,65,35
morning,132,118,43,24,52,48
morning,120,67,54,76,64,36
afternoon,83,67,31,17,55,45
afternoon,143,102,86,97,58,42
night,25,8,95,15,75,25
afternoon,95,84,75,44,53,47
afternoon,156,46,95,80,77,23
evening,76,63,14,74,54,46
morning,45,120,86,63,27,73
evening,195,165,27,17,54,46
morning,66,101,88,16,39,61
afternoon,128,92,24,74,58,42
afternoon,103,148,52,82,41,59
morning,91,119,66,15,43,57
afternoon,129,54,99,36,70,30
afternoon,130,131,28,36,49,51
evening,158,78,16,63,66,34
night,11,12,65,21,47,53
night,32,3,45,81,91,9
morning,91,25,68,66,78,22
morning,39,95,81,93,29,71
morning,41,23,100,38,64,36
evening,117,119,73,86,49,51
afternoon,101,109,29,26,48,52
night,29,23,37,41,55,45
evening,117,99,74,64,54,46
night,5,23,61,13,17,83
morning,69,77,49,32,47,53
afternoon,115,147,98,33,43,57
morning,58,87,80,10,40,60
afternoon,90,84,45,66,51,49
night,33,17,27,15,66,34
morning,85,97,56,24,46,54
evening,139,84,31,100,62,38
afternoon,124,88,67,16,58,42
afternoon,122,99,53,46,55,45
night,42,34,56,66,55,45
afternoon,90,129,66,48,41,59
night,27,39,75,19,40,60
afternoon,161,118,36,57,57,43
afternoon,110,124,88,24,47,53
evening,171,168,49,51,50,50
evening,183,62,63,64,74,26
morning,65,50,29,31,56,44
evening,110,86,96,87,56,44
evening,114,98,84,82,53,47
afternoon,172,95,95,70,64,36
night,9,1,30,33,90,10
night,42,32,67,84,56,44
evening,171,129,39,44,56,44
night,16,34,44,20,32,68
night,0,5,87,21,0,100
night,27,1,33,37,96,4
afternoon,158,141,45,61,52,48
evening,123,91,13,72,57,43
morning,63,106,17,84,37,63
afternoon,51,104,27,66,32,68
night,50,40,61,69,55,45
afternoon,132,64,47,46,67,33
afternoon,95,74,93,45,56,44
evening,122,78,80,69,61,39
morning,143,101,57,40,58,42
afternoon,122,136,50,51,47,53
evening,114,116,70,23,49,51
afternoon,117,40,23,46,74,26
evening,149,115,92,37,56,44
night,27,31,41,31,46,54
afternoon,145,57,74,11,71,29
afternoon,121,77,13,79,61,39
morning,96,45,39,92,68,32
afternoon,91,100,51,20,47,53
morning,36,66,65,76,35,65
night,34,39,39,72,46,54
night,2,25,94,16,7,93
afternoon,98,100,17,77,49,51
afternoon,121,136,81,44,47,53
afternoon,108,147,84,21,42,58
evening,81,160,88,41,33,67
night,24,29,97,74,45,55
afternoon,78,134,92,72,36,64
afternoon,144,51,55,34,73,27
night,26,35,10,70,42,58
afternoon,90,105,100,22,46,54
afternoon,149,85,84,80,63,37
morning,85,43,43,31,66,34
afternoon,62,128,82,80,32,68
morning,90,101,98,32,47,53
night,27,21,99,94,56,44
night,34,33,24,58,50,50
night,12,15,54,48,44,56
afternoon,146,69,90,68,67,33
morning,83,86,59,33,49,51
evening,160,179,33,73,47,53
morning,66,64,16,40,50,50
afternoon,144,112,42,62,56,44
morning,110,63,60,81,63,37
evening,75,97,21,32,43,57
morning,94,65,58,31,59,41
evening,153,173,23,84,46,54
night,22,40,43,72,35,65
evening,169,96,28,16,63,37
evening,87,112,86,32,43,57
night,1,3,92,97,25,75
morning,122,27,92,37,81,19
night,36,29,16,78,55,45
night,10,37,84,44,21,79
night,31,25,71,95,55,45
evening,74,104,32,80,41,59
afternoon,166,42,43,67,79,21
evening,145,154,84,11,48,52
morning,144,32,46,29,81,19
morning,130,104,32,17,55,45
morning,99,45,83,13,68,32
morning,95,118,10,38,44,56
morning,129,105,68,48,55,45
afternoon,177,115,82,42,60,40
afternoon,158,123,61,91,56,44
evening,84,125,100,91,40,60
morning,45,41,92,88,52,48
night,0,32,35,35,0,100
morning,36,83,74,15,30,70
night,26,41,27,26,38,62
morning,148,28,61,82,84,16
afternoon,158,76,75,37,67,33
afternoon,131,63,77,63,67,33
afternoon,163,55,88,49,74,26
evening,164,141,96,55,53,47
afternoon,144,147,30,55,49,51
night,8,47,92,81,14,86
evening,171,155,91,98,52,48
evening,72,63,23,51,53,47
morning,124,64,90,96,65,35
afternoon,110,77,63,47,58,42
evening,100,138,38,92,42,58
morning,50,35,30,77,58,42
morning,88,43,96,41,67,33
afternoon,169,130,62,71,56,44
morning,147,79,82,12,65,35
morning,136,98,86,91,58,42
night,17,4,24,54,80,20
afternoon,128,59,86,35,68,32
evening,116,147,27,43,44,56
afternoon,86,101,76,44,45,55
morning,124,45,83,77,73,27
evening,135,80,49,35,62,38
night,48,1,60,56,97,3
night,24,39,50,53,38,62
afternoon,70,109,100,51,39,61
afternoon,147,130,100,87,53,47
afternoon,171,70,19,89,70,30
afternoon,56,66,39,19,45,55
morning,115,54,71,80,68,32
afternoon,137,102,28,100,57,43
night,1,48,79,41,2,98
night,9,7,44,66,56,44
night,2,25,76,63,7,93
evening,118,132,85,66,47,53
afternoon,164,86,87,45,65,35
night,22,23,81,43,48,52
afternoon,163,73,84,42,69,31
morning,150,50,33,14,75,25
evening,135,175,35,28,43,57
morning,145,120,93,88,54,46
afternoon,129,137,92,94,48,52
evening,175,84,89,11,67,33
evening,157,63,42,50,71,29
afternoon,81,98,45,27,45,55
night,39,47,64,91,45,55
